id,name,checkin date,checkout date,status,age,country code,gender
8cac6202-3fe0-48bb-bc64-6843d3c5d0ae,Karthik He,1604444812,1638399924,R,32,MX,O
2da482a0-8266-4379-a42e-d5f26673e2be,Daniel David,1590665221,1605985694,D,35,ES,M
a71a9b34-3e94-46f5-a2bd-83264c21a118,Shreeya Boonmuen,1580727880,1622796940,R,32,DE,F
64cc3efa-7900-4aa1-95fc-a61bc495281a,Tran Darshani,1603025924,1640241531,D,42,DE,O
78604722-1066-4027-a545-5506076cab77,Phat Vinh,1616465171,1622225976,R,5,DE,O
ee22fe8b-4f80-47aa-b1f8-1c7288d3c0e9,Joash Ho,1609030386,1609218841,R,7,MX,M
d1d604b3-32a6-4e8c-a035-78426004e51f,Isha Boonmuen,1582681932,1614666845,D,62,IN,F
32f77f8f-47a7-4b85-9d2a-faaef90f1f5d,Brandon Calleja,1579468280,1618936238,S,47,US,M
a8bba583-c0f2-4ea0-82ec-79294c5b19f3,Shreeya Anvari,1595151052,1628311162,D,47,EN,F
32af1c7e-fa58-4732-813b-67d7c56c2205,Justin Adhikari,1589822149,1630541936,S,27,MX,O
cace1aac-d6df-4216-978f-1b736e527bcc,Tran Hui,1610923092,1617737920,R,47,IN,M
056f51cb-27f4-48cb-ba0c-664416e4498b,Pawandeep Rabia,1620550828,1622076785,D,10,US,F
44d85dfb-bd28-4d56-9d33-4109806b6c8d,Steven Erlund,1590184270,1638965333,R,72,DE,F
5e086eb2-ebaf-4319-b160-45b753dbe4b2,Hebai Tran,1581054332,1581726027,R,50,FR,O
e114026e-a931-4b7b-be92-d0b5d95a8af5,Silvia Hui,1608187481,1614748034,D,24,MX,F
10c9eff5-2860-41bc-85fb-bb4a6781e0d2,Giovany Reich,1594017583,1613400084,R,53,NG,F
5098fe1d-6d88-4807-8802-1cae6c64effe,Eileen Lian,1589949029,1619174687,D,45,US,O
5386fcf6-f21c-4434-9331-41dbf15c3162,Daniel Lee,1582428279,1595533747,R,43,CN,M
5bd89d37-2e16-4e0a-9d3c-0abc4e99363e,Brandon Singh,1593805974,1607099631,S,74,CA,M
b1090978-c014-4511-8053-f93abef04487,Tannaz Lian,1586467975,1599599615,S,32,CN,O
e9ee7168-d637-4a55-94e7-6a3ae9188729,Shreeya Say,1591753032,1613544700,R,65,CA,F
fbfefc97-e05c-413b-925d-013a62ad1dd7,Phat Adhikari,1601027847,1624740938,R,8,MX,F
01095821-d31f-4044-87d0-657dbe5846d7,Nigel Ayyappan,1610463616,1635291579,D,48,FR,M
63ab4e85-9d82-4c06-b04f-94f17ee7e0d8,Bradley Lee,1586143772,1597529945,R,37,US,M
61cba327-d93d-4ff9-bec2-91523d1a5bee,Swikar Oskuie,1586625435,1624307882,D,71,CN,F
e95205d5-bf8a-489e-9f2e-ee40cf4ddbed,Karthik Campos,1613984666,1632845751,S,44,IN,F
6e33b858-df25-4b8f-9570-1bef093bdba5,Steven Campos,1626852435,1638935527,D,53,CA,O
7d908531-c65d-4d82-b2f5-d91be984a51e,Brandon Vinh,1586907484,1604920280,S,41,FR,O
3a58433c-b5f9-4cb1-b6e8-4f7474318977,Christian Nandakumar,1607843700,1626577693,R,57,IN,M
db654365-282c-4027-ae51-1d22297bb66a,Randy Ayyappan,1586247890,1595527401,D,33,ES,M
8f0a0f97-4c90-438c-9a6a-ac22078e0172,Eileen Bar-Niv,1606354671,1632568480,R,7,CA,F
